web-scraper-order,web-scraper-start-url,pages,pages-href,titulo,titulo-href,descripcion,empresa
"1605294909-1739","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Data Scientist","https://mx.indeed.com/company/Toshiba-Global-Commerce-Solutions,-Inc./jobs/Data-scientist-fd229fcb5821f424?fccid=3221a0a36b40fb9f&vjs=3","Formulates and leads guided, multifaceted analytic studies against large volumes of data.
Interprets and analyzes data using exploratory mathematic and statistical techniques based on the scientific method.Coordinates research and analytic activities utilizing various data points (unstructured and structured) and employ programming to clean, massage, and organize the data.Experiments against data points, provide information based on experiment results and provide previously undiscovered solutions to command data challenges.Leads all data experiments tasked by the Data Science Team.Coordinates with client and company control Tower to build data environments providing data identified by Data Analysts, Data Integrators, Knowledge Managers, and Intel Analysts.Develops methodology and processes for prioritization and scheduling of projects.
Analyzes problems and determines root causes.Defines company data assets (data models) to populate data models.Works closely with all business units and engineering teams to develop strategy for long term data platform architecture.Fluent English.Tipo de puesto: Tiempo completo, IndefinidoSalario: $30,000.00 - $40,000.00 al mesHorario:Turno de 8 horasExperiencia:Data Scientist: 5 años (Requisito mínimo)","Toshiba Global Commerce Solutions"
"1605296567-1789","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=20","Backend Engineer (Python/APIs)","https://mx.indeed.com/rc/clk?jk=083c92d5f2bc0ec4&fccid=c4c761f211949f56&vjs=3","A little bit about us:





We are Belvo, a financial API platform for Latam that enables any company or developer to access and interpret their end-users' financial information. We are turning the rich and diverse Latam financial ecosystem into a set of developer-friendly tools and APIs.



We’re a highly-technical, passionate and driven team. We have offices in Barcelona, Mexico City and São Paulo and


the majority of the tech team works remotely


.



We are tackling a very challenging problem: connecting fintech innovators with legacy financial infrastructure. We strive to go beyond the limits of what is possible today and to do so in an elegant and developer-first way.



You can read more about us and why we’re doing what we’re doing

here

 and

here

.


About the team:









We work in cross-functional, autonomous teams. We follow continuous delivery best practices executed on top of a modern technology stack.





Our products are built for developers, by developers. Technological excellence is at the heart of what we do.





We are pragmatic and customer focused. We strive to find the right set of trade-offs in order to validate our hypothesis as early as possible, iterating on our products based on customer feedback.





We communicate transparently. We do weekly all hands where we get together to discuss company performance and goals.





We are a flexible international team focused on creating cool stuff. Some of us prefer to work together in one of our offices and others prefer remote. For us there's no difference as long as you have an excellent internet connection and are able to overlap with the team between 3pm and 6pm, CEST timezone.





Also we are backed by some of the leading investors in Silicon Valley and Latin America, including Founders Fund, Kaszek Ventures and YCombinator



Your challenge:





The experience team is building applications and services that expose end-users' financial information through a set of public-facing, easy to use APIs. In addition to that, we take care of the Developer Experience through documentation, SDKs, examples and other developer-facing tools.





Develop our client-facing APIs, especially as we add data sources, endpoints or a new product altogether.





Build excellent documentation, SDKs, client libraries. Continuously improve the ""developer experience"" of Belvo's platform.





Be customer-focused, think as a user of our APIs. Proactively tackle potential improvements and customer pain points.





Carefully manage API retro compatibility, document API changes and implement deprecation plans.





Implement automated quality assurance and monitoring modules.






You can be part of the gang if:









Degree in Computer Science or equivalent working experience





Strong experience designing and developing RESTful APIs





Working experience programming in Python. Django is a plus.





Track record of producing A-grade documentation for public consumption





Detail-oriented developer, coding so others can read and work with your code





Willingness to solve challenging problems






Amazing if:









Fintech and SaaS past experience





Experience with techniques and tools for crawling, extracting and processing data





Relevant programming knowledge in other languages such as Javascript, Java, PHP, Ruby or Go.





Experience building large-scale platforms with global reach.





Our tech stack:









We’re building our platform using modern technologies, putting the focus on reliability and long-term maintainability





We primarily use Python on the backend. We use battle-tested technologies such as Django, and we are heavy users of Python’s asyncio for some parts of our stack





We use Javascript, Vue.js and Sass on the frontend. We are developing and leveraging our own design system and component library





We run our infrastructure on top of Amazon Web Services, leveraging managed services. We tend to favor the use of managed services wherever possible, in order to focus on our business problems





We observe and monitor our services using Datadog



We follow Continuous Integration and Continuous Delivery best practices











Our perks:

 



1.8km from the beach

 Stock options (we are all owners and this is very important to us)

 Flexible working hours

 Remote friendly

 Pet friendly

 Meals, transport, and kindergarten via flexible compensation scheme

 Paid time off on your birthday

 Fresh fruit every week, all-you-can-drink tea and coffee

 Friday happy hours after our weekly team meetings

 Training Budget

 Team building events

 Bank holidays swap inside the same month



 Fitness/ wellness stipends

 Yearly offsite




Salary Range: €35,000 to 50,000€ gross/annual + Equity","Belvo"
"1605296406-1786","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=20","Data Analyst","https://mx.indeed.com/rc/clk?jk=dbcbdc2abcbea625&fccid=21df030fae150acc&vjs=3","Business Unit:
Cubic Manufacturing and Procurement
Company Details:
At Cubic we’re changing the way people travel – to work, to school, to wherever they want or need to go, and home again. Come join our team of data & analytics experts as we build innovative technologies and leverage the advanced data science techniques to tackle transportation’s most pressing challenges. As a global company our work impacts the lives of millions of people around the world in cities like London, New York, Sydney, and many more. Cubic Data & Analytics team is the analytics center of excellence across Cubic, and we are using data to optimize transit networks, reduce road congestion, improve the travel experience, and minimize each city’s carbon footprint.




You will collaborate with a diverse group of talented professionals who are as passionate about their work as you are, and are committed to delivering only the highest quality solutions. We are an agile team and this means you’re empowered to deliver the best results, have the opportunity to influence all aspects of the business, and know that each contribution you make is significant. In an industry where Cubic is a world leader, we’re driving a paradigm shift in how transportation services are planned, delivered, and consumed to better meet the needs of an increasing and ever-more concentrated urban population. Don’t take a backseat. Join Cubic’s Data & Analytics team and be instrumental in driving the future of travel.
Job Details:
Job Summary: Incumbents of position will be responsible for designing, building, and optimizing data pipelines to expand the capabilities and products delivered by our analytics platform. Must be comfortable interfacing and supporting multiple teams and working with product managers, data engineers, data scientists, business analysts, and project managers, at different regional offices across the globe. The ideal candidate has a passion for data, significant experience building production level data pipelines, and enjoys working in a self-directed semi-structured environment. Incumbents of this position will regularly exercise discretionary and substantial decision-making authority.
Essential Job Duties and Responsibilities:
Filter, clean, and prepare large data sets for more advanced transformations
Perform statistical analyses, develop new performance metrics, benchmarks, and indices
Develop and document new data models, ERDs, schemas, and data workflows
Validate and quality control produced data sets
Research, interpret, and perform quantitative analysis against transportation data on topics such as urban mobility, land use, growth management, demographic studies, economic development, and housing
Collaborate with project teams to develop new reporting and analysis tools and workflows
Analyze client information needs and business challenges to determine how they may be addressed through the delivery of decision support tools and services
Apply understanding of global and local trends and events to assist with the formulation of hypotheses and interpretation of data
Stay current with technical and industry developments, analytics software/tools, and recognized best practices
Analyzing, profiling, documenting data warehouses
Writing technical documentation and business documents
Build configurable, parametrized, scalable, robust pipelines/ETL workflows
Scraping, data ingestion and data integration from multiple sources and databases, including web APIs, Protobuf feeds, SQL databases
Data exploration with Tableau, PowerBI
End-to-end pipeline QA
Feature extraction and generation
Using Python to clean data, extract features, and build models using packages such as scikit-learn, numpy, pandas
Technologies We Use:
Azure Cloud
Data Factory
Synapse Analytics
Databricks
Analysis Services
Azure Functions
Azure DevOps
PowerBI
Oracle
Kafka
Angular
JIRA/Confluence
Education:
Bachelor’s degree in computer science or equivalent
Experience:
2+ years of hands-on experience
Working Python and SQL knowledge
Experience bringing data pipelines into production
Build process supporting data transformation, data structures, metadata, dependencies and workload management
Database design, schema definition, and database optimization
Experience building elastic, scalable APIs
Experience developing in an Agile environment
Familiar with cloud computing, Azure and/or AWS, PaaS, IaaS
Experience developing Python scripts
Experience using BitBucket or other Git tools for version control
Experience with Linux, developing shell scripts and basic system administration functions
Knowledge, skills and abilities:
Strong analytical and problem solving skills, attention to details, critical thinking ability, and creativity.
Excellent written and verbal communication skills used to effectively communicate and clearly present complex information in a manner appropriate to the audience
Prior experience working in the transportation or logistics industries is a plus
Worker Type:
Employee","Cubic Corporation"
"1605295698-1772","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","6","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=50","Business Program Manager","https://mx.indeed.com/rc/clk?jk=2ff71e5e8dc1fac1&fccid=734cb5a01ee60f80&vjs=3","The IC3 Calling team is on a mission to deliver world leading VoIP and Public Switch Telephone Network (PSTN) capabilities across Microsoft Teams, Skype, and Skype For Business products. To accomplish this, the Global Carrier Services team requires a customer-focused individual to work directly with customers, an existing service desk, Microsoft engineering teams, and external telco carriers, to enable customers to successfully and smoothly transition to Microsoft Office Conferencing and Calling products.


The Service Desk is a critical component of the Global Carrier Services team working closely with enterprise customers. The team is responsible for assisting customers porting their telephone numbers to Microsoft or helping them acquire global telephone numbers.


We are looking for a subject matter expert in telephone number management, the candidate must be experienced in service desk operations and have experience or a strong desire to deeply understand telephone numbers, including but not limited to their structure, how they are sourced, national numbering plans, and how to manage an inventory of global telephone numbers.


Come join our team and help global customers onboard to world leading products, like Microsoft Teams.


This role requires rotating shifts, with potential weekend and public holidays work and a willingness to develop best-in-class practices and processes to make customer onboarding a world class experience.
Responsibilities
Key responsibilities are:
Become a subject matter expert of global telephone numbers acquisition and porting processes.
Handles sensitive data while adhering to strict security and privacy rules.
Provide up to date and actionable briefings to the leadership chain regarding current business operations, customer incidents, customer orders, and tolling/process issues.
Actively participate in service desk daily work
Proactively identifies process gaps /issues, and present solutions for resolution.
Raise team awareness of process changes.
When needed, Provide team training of process changes.
Take ownership of a playbook of processes, keeping them current and useful.
Propose and implement preventative measures, process enhancements and improved tolling functionality.
Work with analysts, subject matter experts, and program managers to enhance the customer experience through change.
Adhere to, closely monitor, and report on KPIs including time to action, and exhausted telephone number supply.
Qualifications
Language Support Requirements:
English – Full Professional Proficiency - Written and Spoken - Required
Spanish – Full Professional Proficiency - Written and Spoken – Strongly Preferred
German – Full Professional Proficiency – Written and Spoken – Desired, not required
Behavior and characteristics:
Customer empathy finds solutions to meet customers’ needs whilst maintaining Microsoft’s obligations.
Strong leadership and a nurturing personality
Willingness to go the extra mile it takes to succeed, or help our customers succeed.
Comfortable working cross group including with program managers, analysts, engineering, data scientists, 3rd party companies across the company, industry, and the world.
Comfortable coordinating and running meetings with senior team members.
Ability to implement other’s ideas and requests as well as generate your own.
Self-motivated, tenacious, strong team player
Ability to catalogue, structure, and priorities numerous reports and requests.
Ability to plan and execute projects on behalf of a team with a wide range of tasks.
Desire to learn and improve constantly.
Desire to contribute to a world class team on a world class service for a world class company.
Comfortable and confident talking with Microsoft’s largest customers.
Ability to make decisions with speed and confidence.
Ability to lead discussions with customers and understand their needs.
Ability to influence customers to optimize for successfully migrations to the cloud.
Ability to learn and work quickly in an ambiguous and changing environment, with a strong attitude.
Highly self-driven with an ability to work independently.
Highly organized with great project management skills
Ability to communicate effectively with enterprise customers and defuse customer escalations.
Meticulous with an analytical mindset, enjoys analyzing and interpreting data.
Must be resilient to stress and versatile enough to transition between competing tasks and priorities with high frequency.
Must be balanced between speed and quality.
Desired experience and technical skills
Bachelor’s degree preferably in International Business, Intelligence Studies, Management Information Systems, Computer Science. Other relevant experience considered in lieu of specific degree.
2+ years of experience working in a service desk or other relevant experience.
1+ years of experience working with high value IT enterprise/corporate customers
1+ years of experience in a project or program management role
2+ years of experience working in a high-pressure environment
2+ years of experience working in a business operations role
1+ years of experience in the telecommunications, fixed line or VOIP preferred
1+ years of experience managing a service desk team in the high-tech industry preferred
2+ years incident and customer relationship management experience
Strong capabilities in Microsoft Office products
Telephone system, phone number management, phone number porting experience are a plus
Data analysis experience and strong Microsoft Excel or other data analysis tool knowledge
Proven experience using PowerShell, SQL or other development languages
ITIL/Six Sigma Certification is a plus


Location: City of Mexico, Mexico


Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.


Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.","Microsoft"
"1605296653-1793","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=20","Cloud Solutions Engineering Student","https://mx.indeed.com/rc/clk?jk=52ee96a9af7772f2&fccid=f1374be6a45f4b8a&vjs=3","Job Description


As a Cloud Solutions Engineering Student, you'll be responsible for but not limited to the following:
Characterize performance bottlenecks of Intel products across Cloud Service Provider workloads (HPC, OLTP, Machine learning inference)
Find optimization opportunities in the next Gen CPU Architecture
Deep dive into both hardware and software of CSP workloads to understand full system architecture and performance
Design and implement proxy workloads to emulate customer scenarios.


Qualifications


You must possess the below minimum qualifications to be initially considered for this position.
Experience listed below would be obtained through a combination of your school work/classes/research and/or relevant previous job and/or internship experiences.



Candidate must be pursuing a BS or higher degree in Computer Science, Electrical engineering, or related field.


Minimum Qualifications:
6+ months experience with:
Fundamentals in CPU architecture
C/C++ programming
Python programming
Inside this Business Group


The Data Center Group (DCG) is at the heart of Intel’s transformation from a PC company to a company that runs the cloud and billions of smart, connected computing devices. The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the products and technologies—spanning software, processors, storage, I/O, and networking solutions—that fuel cloud, communications, enterprise, and government data centers around the world.","Intel"
"1605295183-1754","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","5","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=40","Software Commissioning Engineer","https://mx.indeed.com/rc/clk?jk=d3c20f5cd443a2f9&fccid=a8f329dd0b768fb7&vjs=3","Company Overview:

Dematic is an intralogistics innovator that designs, builds and supports intelligent, automated solutions for manufacturing, warehouse and distribution environments for customers that are powering the future of commerce. With engineering centers, manufacturing facilities and service centers located in more than 25 countries, the Dematic global network of 10,000 employees has helped achieve more than 6,000 worldwide customer installations for some of the world’s leading brands. Headquartered in Atlanta, Dematic is a member of KION Group, one of the global leaders in industrial trucks and supply chain solutions, and a leading provider of warehouse automation.
The Role:

In this position, you will implement data interfaces and communications with computer systems and the activities required for the implementation of the system in the development of each installation with our clients. Responsible for running complex tests of Dematic-owned software on the customers' site, for that you must understand the software and how the site works. The commissioner must be able to identify operating, engineering or software configuration problems and work to implement a solution.
What We Are Looking For:


BS in Engineering (Computer Science, Mechatronics or similar) - requiredKnowledge of C/C++ or JavaKnowledge of SQLExperience with software testing - PreferredAdvance English","Dematic"
"1605296317-1781","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","4","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=30","Senior Software Developer","https://mx.indeed.com/rc/clk?jk=005dd74d9840162c&fccid=b3fc015a7c99e39b&vjs=3","The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the envelope, overcoming any hurdle, challenging the status quo to continually find a better way. You will experience these qualities of passion, pride and aspiration in many ways — from a rich set of career development programs to support of community service projects to social events that foster fun and relationship building across our global community.
The Role
The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the envelope, overcoming any hurdle, challenging the status quo to continually find a better way. You will experience these qualities of passion, pride and aspiration in many ways — from a rich set of career development programs to support of community service projects to social events that foster fun and relationship building across our global community.




AspenTech is looking for a Senior Software Developer (Database) to join our Manufacturing and Supply Chain team, building the next generation of Production Optimization solutions for Petrochemical companies to optimize their value chain. As a Senior Software Developer, you will help develop new features in collaboration with Product Management, Product designers.
Your Impact
Design, develop, maintain, and support new and existing engineering software applications.
Actively contribute to technical and functional design sessions.
Participating in the maintenance and enhancement of the existing code base.
Perform thorough unit testing on all relevant platforms as is appropriate for the particular task.
Provide technical support to product management, product marketing, services, customer and business support on customer activities.
Adhere to standard processes for new feature implementation, defect processing, source code control and unit testing
Keep current with new and developing technologies as they appear in industry and assist in determining the feasibility of adopting new technologies.
What You'll Need
BS in Computer Science or related field.
5+ years working experience with MS SQL Server, or Oracle.
Good at performance tuning especially tuning complex queries, procedure and indexing strategies.
Experience in Data Modeling, Database design and well versed with SQL Server best practices
Strong problem-solving ability.
Excellent interpersonal, communication, writing, and presentation skills.
Passion for software development, design, and quality.
Demonstrated ability at implementing new software features with minimal supervision.
English fluency (written and verbal) required.","Aspen Technology"
"1605294727-1728","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Machine Learning and FPGA Student","https://mx.indeed.com/rc/clk?jk=28c38296e8e5906a&fccid=f1374be6a45f4b8a&vjs=3","Job Description


The Silicon and System Prototype Lab (SSPL) group at Intel Labs is seeking a motivated graduate student who is interested in the following areas: machine learning and AI accelerator development with CPU, VPU, GPU, and FPGA. As an intern, you will work with the team to research machine learning technique for medical images from ideas to concept and prototyping through development. You will have an opportunity to make an impact on future AI hardware and software design for health and life science applications.



Your responsibilities will include but not be limited to:

� Develop a Proof-of-Concept (PoC) prototype system which involves Machine Learning based image recognition, classification, and localization for medical images

� Train large series of images, classify the images, and test against the ground truth

� Develop FPGA IPs with MathWorks HDL coder and Verilog


Qualifications


Currently enrolled in a graduate (Master's or above) program in electrical engineering, computer science or a related discipline
Minimum Qualifications:

� Experience with Python, C/C++, and Matlab

� Experience with AI software toolkits such as OpenVINO, Tensorflow, and PyTorch

� Digital Circuit Design

� Hands-on experience with FPGA


Preferred Qualifications:

� Experience with development of AI algorithms (ex: Recurrent Neural Networks and Matlab AI Toolboxes)

� Ability to train data for neural networks and perform transfer learning

� Experience with version control practices and tools (git)
Inside this Business Group


Intel Labs is the company's world-class, industry leading research organization, responsible for driving Intel's technology pipeline and creating new opportunities. The mission of Intel Labs is to deliver breakthrough technologies to fuel Intel's growth. This includes identifying and exploring compelling new technologies and high risk opportunities ahead of business unit investment and demonstrating first-to-market technologies and innovative new usages for computing technology. Intel Labs engages the leading thinkers in academia and industry in addition to partnering closely with Intel business units.","Intel"
"1605295446-1766","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","7","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=60","Sr Staff Engineer - Process Engineering Medical Devices (Sin...","https://mx.indeed.com/rc/clk?jk=173b6dac2e2238bb&fccid=f46d2a22e8c08ae8&vjs=3","Important: experience has to be in Medical Devices projects of Single Use.
Key Job Accountabilities
Manufacturing Readiness
Develop and drive implementation of standard practices and tools at assigned manufacturing process
Lead new machine set-up and process set-up to ensure effective, efficient manufacturing operations to meet customer needs and achieve site goals
Lead the definition of the manufacturing process equipment calibration and preventative maintenance programs
Lead the development, execution, and maintenance of the assigned manufacturing process FMEA, Control Plans
Monitor and improve station yield of assigned process
Support Product Engineering during the PPQP process regarding defining the route, process-related ABI's, and tooling design
Manufacturing Operations
Support on-going production activities and provide routine technical support and expertise to manufacturing personnel
Answer technical questions and provide clarification regarding assigned processes and equipment
Lead equipment hardware and software upgrades as needed and manage equipment and non-BOM material vendors for issues related to quality, support, and performance gaps
Manage process compliance to industry standards, Plexus SOP's, and Work Instructions
Support Product and Quality teams during process-related customer inquiries and escalations
Continuous Improvement
Conduct continuous improvement efforts at the process level to reduce defects, improve yields, and improve productivity in order to deliver customer excellence and achieve Plexus’ enduring goals
Conduct analysis of process metric data to assess efficiency and effectiveness
Support efforts to identify root causes of failures and sub-standard performance, and improve efficiency of assigned manufacturing process
Support development of short- and long-term action plans to remedy root causes and improve efficiency
Support determination and execution of process-related short- and long-term action plans for CAPA
Training
Lead and support the training and mentoring of manufacturing, product, and quality teams on equipment, processes, and non-BOM material control
Identify technical training requirements for assigned processes
Collaborate with higher-level functional managers to ensure training is developed, maintained, and implemented effectively and timely at assigned processes
Support site-level execution of technical training to ensure required levels of proficiency
Mentoring and Guidance
Provide functional guidance to juniors in accomplishing operational objectives Technical Leadership
Provide technical direction and leadership across site/regions to drive/lead best practices and continuous improvement projects, keep abreast of new technology and develop innovative solutions
Education Requirements
Technical or Science Degree / Master Degree / PhD / Professional Certification in related discipline.
Technical Diploma with some related working experience or equivalent will be considered.
This document does not represent a contract of employment and is not intended to capture every possible assignment the incumbent could be asked to perform.","Plexus"
"1605294938-1740","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Data Science Manager","https://mx.indeed.com/company/Teleperformance/jobs/Data-science-manager-1e8683aead11fe83?fccid=02e72612c7c0d1ce&vjs=3","Job Description Work effectively with stakeholders to understand ambiguous business problems, assess data needs, develop/maintain best-suited models and help/strategize deploying them in production.Develop and evolve applications of advanced analytics and predictive modeling by incessantly bringing external best practices and trends into an existing team of data scientistsProvides technical expertise and support to persons inside and outside of the department.QualificationsBachelor’s degree, desirable in Engineering, Math, Statistics, Computer Science or Economics (Required).Master’s in data science (Required)Bilingual 100%. Excellent communication skills. Storytelling.5+ years of experience managing large volumes of data.3+ years of experience managing data science teamsStrong Data Science ModelingProject management skills (agile desirable)Experience operationalizing machine learning algorithmsAdvanced Python, R, SASExperience in business case buildingExperience in Data ArchitectureUnderstanding of cloud platforms like Google, Azure or AWSExperience working with and creating databases SQLJob Types: Full-time, PermanentSalary: $50,000.00 - $55,000.00 per monthSchedule:Monday to FridayExperience:Managing People: 3 years (Preferred)Python and R : 5 years (Preferred)Data Modeling : 5 years (Required)Education:Master's (Preferred)Language:English (Preferred)Work Remotely:Temporarily due to COVID-19","Teleperformance"
"1605294945-1741","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","","","Fraud Ops Analyst 1","https://mx.indeed.com/rc/clk?jk=0768e0718367db06&fccid=5bcd1ef0a7f4fb99&vjs=3","The Fraud Ops Analyst 1 is an entry level position responsible for assisting in efforts to ensure fraud risk policy and controls are applied to minimize the impact of fraud incidence and prevent loss in coordination with the Fraud Operations team.The overall objective of this role is to assist in managing fraud losses by ensuring analysts make appropriate decisions using risk/reward balanace methodology.



Responsibilities:
Perform short and long term forecasting analysis and standardized fraud analysis
Make judgments based on practice and precedence, and work within guidelines, under general supervision
Develop and maintain working knowledge of business/industry standards and practices
Demonstrate fundamental understanding of how the team interacts with others in accomplishing the objectives of the area
Identify inconsistencies in data or results, and exchange information in a concise and logical way
Impact the business directly through the quality of the tasks/services provided
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
Relevant experience in a related role
Knowledge and previous experience in the Investigation and Fraud claims process
Experience in trend analysis and alerts in early fraud detection
Extensive knowledge of the Bank's Transactional Processing platforms
Proficient in Microsoft Office and Access
Consistently demonstrates clear and concise written and verbal communication
Demonstrated ability to remain unbiased in a diverse working environment
Education:
Bachelor’s degree/University degree or equivalent experience
Education: Computer Systems, Information Management, Computer Science
Bachelor's Degree/Engineering
Experience and knwoledge:
Working knowledge in SAS/SQL programming.
Extensive knowledge in using MS Excel and MS office tools.
Knowledge in Python/PySpark/Hadoop/Tableu is preferable.
Hands-on knowledge on management information, reporting and data base creation and maintenance.
Skills in analytics, data quality and automation.
Highly ethical, with integrity and sense of responsability.
Effective verbal and written communication skills.
English (intermediate/advance). High advanced is desirable.
Main responsibilities:
Execute and monitor BAU processes.
Management information and reporting.
creation and maintenance of data bases.
ETL and Data Quality.
Design, develop and implement new processes and requirements.
Automation of current and new BAU processes.
-
Job Family Group:
Operations - Services
-
Job Family:
Fraud Operations
-
Time Type:
Full time
-
Citi is an equal opportunity and affirmative action employer.
Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.
View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.
View the EEO Policy Statement.
View the Pay Transparency Posting","Citi"
"1605296613-1791","https://mx.indeed.com/trabajo?q=data+science&l=M%C3%A9xico&fromage=14","3","https://mx.indeed.com/jobs?q=data+science&l=M%C3%A9xico&fromage=14&start=20","Senior Business Developer","https://mx.indeed.com/rc/clk?jk=62b2ce71c5c47fd9&fccid=1319f0c8ca907f90&vjs=3","About Nubank

Tackling the complex banking system to empower people in one of the most bureaucratic markets in the world seems like a crazy idea, right? But that's why, how, and where Nubank was born. We fight complexity through our transparent and straightforward products and experiences: a no-fee credit card, a rewards program, a lending platform, and a digital savings account. In a nutshell, we are the most innovative tech company in Latin America, and we are obsessed with building financial services and products that make our customers love us fanatically. With over 30 million customers and $820 million raised in investment rounds, we are the fastest growing digital bank in the world, with offices in Brazil, Germany, Mexico, and Argentina. And it's still only Day One for us!



Our Business Development Chapter

The Business Development Team has a very special role in our mission: study and supports strategic business decisions; prospect and develops new product opportunities; prospect, develop and close strategic partnerships that contribute to our mission of fighting complexity and empowering people to take control of their finances. We are currently looking for Business Developers to join our Mexico City Office who can help us solve our ambitious challenges.



 Requirements
Ability to tackle complex problems involving several topics/variables, such as business, regulatory, finance and product;
Experience delivering partnerships from inception to delivery preferred but not required;
Ability to work and lead through influence multidisciplinary teams (product, software engineering, data science, analysts and customer service);
Great business judgment and ability (and interest) to make, both, strategic and operational decisions;
Self-starter and ability to work independently;
Hands-on and willing to get hands dirty on execution;
Great team player, communication (written and verbal) and listening skills;
Solid analytical background. Must be comfortable manipulating data to make decisions;
Curiosity and willingness to learn;
Bachelor's Degree in a quantitative field such as Business, Engineering, Math, and Economics;
Programming is not required but candidates need to display interest in learning basic data analysis skills (SQL, Python);
Fluency in both English and Spanish;

Benefits

Yearly performance-based bonus in Restricted Stock Units
Health and life insurance
Dental and vision plans
15 days of paid vacations with 25% bonus
Aguinaldo (30 days)
NuLanguage - Our language learning program
Extended maternity and paternity leaves
Physical location amenities
Monthly food voucher

Diversity and Inclusion at Nu

We want to build products and experiences for everyone who wants to take back control over their finances, that's why we build strong and diverse teams that rise up to the challenge. We are a team of the most creative people in technology, and we hire under equal opportunity, irrespective of gender, ethnicity, religion, sexual orientation or background. We are proud to say that 30% of our team recognize themselves as part of the LGBTQ+ community, and 40% of our team identify as women, in all positions and seniority levels. We are a very process-light organization that values human interactions, and that is a very important part of our culture. At Nu, everyone has the opportunity to speak up and participate, grow and share ideas.","Nubank"
